STORECODE|STORENAME|BRAND|ZONE|REGION|DISTRICT|STORETYPE|STORESTATUS|MGRSNAME|MGRNAME|CITY|STATE|LATITUDE|LONGITUDE
TMW_1311|#1311 Colorado Springs, Co|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|---|---|Colorado Springs|CO|38.94061|-104.799626
TMW_3526|#3526Bowie Town & Country|TMW|TMW_N|TMW_N2|TMW_N204|Brick & Mortar|Open|ARB64|Tony Robert Barbary|Bowie|MD|38.943705|-76.735839
TMW_1601|#1601Orchard Corners Shopping Center|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|JM921|Jared Matwich|Lenexa|KS|38.954612|-94.725135
KNG_0062|#0062 New Carrolton|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|ADM35|Anthony D Morton|New Carrollton|MD|38.958004|-76.873082
TMW_1710|#1710 Columbia, Mo|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|SB580|Susan Bell|Columbia|MO|38.958378|-92.372303
KNG_0033|#0033 Kansas City|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|DBR6|Darryl Bernard Reese|Overland Park|KS|38.958902|-94.719944
JAB_0457|#0457The Shops At Briargate|JAB|JAB_W|JAB_W2|JAB_W204|Brick & Mortar|Open|DWW9|Douglas W Weirich|Colorado Springs|CO|38.963642|-104.793785
TMW_3502|#3502Spectrum Center|TMW|TMW_N|TMW_N2|TMW_N206|Brick & Mortar|Open|AB65|Anila Binaj|Reston|VA|38.965088|-77.355647
JAB_0080|#0080Annapolis Harbor Center|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|TH166|Timothy Hopkins|Annapolis|MD|38.974578|-76.545135
TMW_3515|#3515Festival At Riva|TMW|TMW_N|TMW_N2|TMW_N204|Brick & Mortar|Open|NCB16|Nancy Christine Bolhoff|Annapolis|MD|38.980026|-76.544771
JAB_0331|#0331 Wisconsin Avenue|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|JAW34|Jeramie A Webster|Bethesda|MD|38.980834|-77.092838
TMW_3525|#3525Downtown Silver Spring|TMW|TMW_N|TMW_N2|TMW_N204|Brick & Mortar|Open|JTV12|Jeremy T Veney|Silver Spring|MD|38.996207|-77.02515
TMW_4411|#4411Cincinnati Market|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|GCD2|Gregory C Durbin|Florence|KY|39.000176|-84.654305
JAB_0563|#0563Crestview Hills Town Ctr|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|MH393|Mylika Reshea Hunter|Crestview Hills|KY|39.02564|-84.57751
TMW_3501|#3501 Sterling, Va|TMW|TMW_N|TMW_N2|TMW_N206|Brick & Mortar|Open|SNR11|Shanice Nicole Rimes|Sterling|VA|39.026408|-77.426056
TMW_1606|#1606Prestige Plaza|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|AKM44|Ashley Katurah Mbaneme|Topeka|KS|39.032438|-95.761611
TMW_3522|#3522Waugh Chapel Towne Centre|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|ACS15|Alfredo Catindig Santos|Gambrills|MD|39.033694|-76.683298
KNG_0063|#0063 Rockville Md|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|KPC5|Karla P Carballo|Kensington|MD|39.0458|-77.103308
TMW_1604|#1604 Independence, Mo|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|FEM5|Felicia E Misomali|Independence|MO|39.04859|-94.361748
TMW_3508|#3508 Rockville Pike|TMW|TMW_N|TMW_N2|TMW_N206|Brick & Mortar|Open|BTT3|Brad T Tyler|Rockville|MD|39.055556|-77.119163
TMW_1314|#1314Mesa Mall|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|RM503|Ryan Allen Martel|Grand Junction|CO|39.091775|-108.60317
TMW_4413|#4413 Cincinnati Oh|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|MB605|Marion Blackburn|Cincinnati|OH|39.103377|-84.273928
JAB_0937|#0937Leesburg Premium Outlets|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|JKB41|Josh Kenneth Barnhart|Leesburg|VA|39.107296|-77.535356
TMW_3504|#3504270 Center|TMW|TMW_N|TMW_N2|TMW_N206|Brick & Mortar|Open|SAM7|Suleman Azeem Mall|Gaithersburg|MD|39.11695|-77.186139
JAB_0517|#0517Creekside Station|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|SJJ13|Susan J Johnson|Winchester|VA|39.14379|-78.190051
JAB_0359|#0359Rookwood Commons & Pavilion|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|SAC95|Sheliah Ann Cook|Cincinnati|OH|39.146088|-84.448598
TMW_3519|#3519Arundel Mills|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|BM95|Bradley Massey|Hanover|MD|39.153002|-76.73173
TMW_3542|#3542Apple Blossom Mall|TMW|TMW_N|TMW_N2|TMW_N206|Brick & Mortar|Open|ASA38|Amy Sinclair Reid|Winchester|VA|39.1595|-78.1636
TMW_4311|#4311College Mall|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|WAS3|William A Sanders|Bloomington|IN|39.162|-86.4966
TMW_3509|#3509Snowden Square|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|DP73|David Putnam|Columbia|MD|39.184387|-76.818419
TMW_5233|#5233Dover Mall|TMW|TMW_N|TMW_N2|TMW_N205|Brick & Mortar|Open|MSB52|Mavis S Bediako|Dover|DE|39.194717|-75.541253
TMW_4410|#4410Sycamore Plaza at Kenwood|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|RJC38|Ryan J Chase|Cincinnati|OH|39.197715|-84.378853
JAB_0313|#0313Columbia Crossing|JAB|JAB_N|JAB_N2|JAB_N201|Brick & Mortar|Open|CAP25|Charlton Anthony Parker|Columbia|MD|39.198469|-76.813445
JAB_0040|#0040Jos. A. Bank Centre|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|BG8|Bob Griffey|Cincinnati|OH|39.199741|-84.380843
TMW_1603|#1603Zona Rosa Shopping Center|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|CR264|Cameron Roark|Kansas City|MO|39.247758|-94.660754
TMW_4483|#4483 Cincinnati, Oh|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|RMH14|Reuben Micah Holliman|Cincinnati|OH|39.25234|-84.59987
KNG_0070|#0070 Cincinnati|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|EAT17|Essence Ayanna Thomas|Springdale|OH|39.284757|-84.454927
TMW_4412|#4412Tri-County Mall|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|TAG16|Thomas Arlen Godsey Jr|Springdale|OH|39.289847|-84.466129
JAB_0817|#0817Deerfield Towne Center|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|DV107|Daulton Vogler|Mason|OH|39.305768|-84.318329
KNG_0023|#0023Meadows Business Park|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|SG70|Samuel Gaines|Baltimore|MD|39.31473|-76.740714
KNG_0261|#0261 Rosedale|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|DM54|Deesa Makell|Rosedale|MD|39.334663|-76.482829
TMW_3518|#3518The Avenue At Whitemarsh|TMW|TMW_N|TMW_N2|TMW_N205|Brick & Mortar|Open|SCC3|Stefanie C Carter|White Marsh|MD|39.371761|-76.463583
JAB_0444|#0444Westview Promenade|JAB|JAB_N|JAB_N2|JAB_N201|Brick & Mortar|Open|RMG33|Monica Monica Harris|Frederick|MD|39.374899|-77.413118
TMW_3524|#3524Riverview Plaza|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|TH20|Toader Harris|Frederick|MD|39.381313|-77.399293
TMW_3516|#3516 Pikesville|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|MP459|Md Perry|Pikesville|MD|39.385783|-76.735908
TMW_4426|#4426Bridgewater Falls|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|WJY2|Wyatt James Yates|Hamilton|OH|39.38999|-84.504402
TMW_4309|#4309Honey Creek Commons|TMW|TMW_S|TMW_S3|TMW_S301|Brick & Mortar|Open|RDB30|Randi Deeanne Beck-collins|Terre Haute|IN|39.3971|-87.4005
JAB_0005|#0005Towson Gateway|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|EBG5|Bill B Gillis|Towson|MD|39.412268|-76.619042
TMW_5221|#5221Wrangleboror Consumer Square|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|DE66|Darryl Emory|Mays Landing|NJ|39.451266|-74.637866
TMW_2403|#2403Reno Smithridge Center|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|DLG60|Daniel Luis Griego|Reno|NV|39.477187|-119.78797
JAB_0534|#0534Hunt Valley Towne Centre|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|SDZ1|Sean D Zorn|Hunt Valley|MD|39.498047|-76.655348
JAB_0498|#0498Blue Spruce Crossing|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|PJF12|Peter Joseph Fernandez|Bel Air|MD|39.49825|-76.329232
TMW_3521|#3521Toll Gate Plaza|TMW|TMW_N|TMW_N2|TMW_N205|Brick & Mortar|Open|---|---|Bel Air|MD|39.524648|-76.354049
TMW_1310|#1310Zelman Meadows Marketplace|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|BDV2|Brent D Van Putten|Lone Tree|CO|39.560127|-104.879105
TMW_3530|#3530 Westminster, Md|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|MRC65|Reed Reed Cummings|Westminster|MD|39.563022|-76.973145
TMW_1304|#1304Plaza at Highlands Ranch|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|MTB32|Michael Thomas Balsley|Highlands Ranch|CO|39.565652|-104.961374
JAB_0044|#0044Centennial Promenade|JAB|JAB_W|JAB_W2|JAB_W204|Brick & Mortar|Open|TMB80|Tiffany Mia Bauer|Englewood|CO|39.566776|-104.876065
TMW_1313|#1313Southlands Shopping Center|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|BA142|Bshara Al Abawi|Aurora|CO|39.602456|-104.706875
TMW_1308|#1308Belleview Shores|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|---|---|Littleton|CO|39.623709|-105.090057
TMW_3529|#3529Valley Mall|TMW|TMW_N|TMW_N2|TMW_N201|Brick & Mortar|Open|CA231|Clifford Allen|Hagerstown|MD|39.625375|-77.769611
TMW_4302|#4302Greenwood Shoppes|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|ND148|Nathaniel Devine|Greenwood|IN|39.6292|-86.122965
TMW_4414|#4414Dayton Mall|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|RJW51|Ron James Wetherholt|Dayton|OH|39.636109|-84.223236
JAB_0842|#0842Suncrest Town Center|JAB|JAB_N|JAB_N1|JAB_N105|Brick & Mortar|Open|TEH27|Tyler Edward Hamrick|Morgantown|WV|39.652143|-79.942763
TMW_5231|#5231Christiana Retail Center|TMW|TMW_N|TMW_N2|TMW_N205|Brick & Mortar|Open|KJN1|Kirk J Nelson|Newark|DE|39.67637|-75.649641
JAB_0065|#0065Town & Country|JAB|JAB_N|JAB_N1|JAB_N102|Brick & Mortar|Open|DTK8|Dustin Taylor Kinser|Kettering|OH|39.688569|-84.16601
JAB_0885|#0885Center Pointe Plaza|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|IDW5|Isaiah David Whitehurst|Newark|DE|39.690739|-75.660177
KNG_0038|#0038Abilene Market|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|DIO2|Daniel Ikponmwosa Osazuwa|Aurora|CO|39.695111|-104.825594
TMW_1306|#1306Lakewood City Commons|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|JRG13|Joshua Ray Garrett-Duquette|Lakewood|CO|39.709029|-105.082031
TMW_1301|#1301 Aurora, Co|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|RCH40|Chris Christopher Hinds|Aurora|CO|39.713073|-104.822994
TMW_2286|#2286Chico Mall|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|RMA39|Rod Manalo Aglugub|Chico|CA|39.728558|-121.805743
TMW_4628|#4628 Springfield, Il|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|KEL10|Kristina Elizabeth Logan|Springfield|IL|39.761519|-89.707927
TMW_4301|#4301Avon Creek Shopps|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|JKT9|Justin Kyle Tompkins|Avon|IN|39.763092|-86.329819
TMW_4415|#4415The Shoppes Of Beavercreek|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|RHF2|Raed H Fawzi|Beavercreek|OH|39.768585|-84.051078
JAB_0064|#0064Greenville Crossing|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|DRW52|Damien Romeo White|Greenville|DE|39.779153|-75.597124
TMW_5232|#5232 Wilmington, De|TMW|TMW_N|TMW_N4|TMW_N406|Brick & Mortar|Open|AJL1|Angela Jane Lidgett|Wilmington|DE|39.818689|-75.547767
TMW_5223|#5223The Court At Deptford|TMW|TMW_N|TMW_N4|TMW_N406|Brick & Mortar|Open|AD191|Alex Dart|Deptford|NJ|39.826527|-75.099357
KNG_0209|#0209 Deptford|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|SF66|Stephanie Fauntleroy-Bryant|Woodbury|NJ|39.829234|-75.102369
TMW_1305|#1305Plaza at Westminster Mall|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|EJA8|Eugene Joseph Atkins Jr|Westminster|CO|39.857055|-105.064049
JAB_0942|#0942The Shoppes At Longwood|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|SM287|Samuel Milano|Kennett Square|PA|39.86268|-75.684365
JAB_0379|#0379The Promenade at Sagemore|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|KGM1|Kevin George Mc Carthy|Marlton|NJ|39.87941|-74.918867
KNG_0035|#0035Northglenn Marketplace|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|SAM38|Sharon A Webber|Northglenn|CO|39.888488|-104.992492
TMW_4303|#4303Castleton Place|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|DMO8|Dorinda Monique Orgeron|Indianapolis|IN|39.906214|-86.067456
KNG_0040|#0040 Indianapolis|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|JB193|Jennifer Brown|Indianapolis|IN|39.907135|-86.076099
JAB_0052|#0052Fashion Mall Commons|JAB|JAB_S|JAB_S3|JAB_S302|Brick & Mortar|Open|NGH4|Nathan G Harvey|Indianapolis|IN|39.908896|-86.106786
TMW_5211|#5211Springfield Square|TMW|TMW_N|TMW_N4|TMW_N406|Brick & Mortar|Open|---|---|Springfield|PA|39.913809|-75.342043
TMW_5217|#5217Market Place at Garden State Park|TMW|TMW_N|TMW_N4|TMW_N406|Brick & Mortar|Open|CP317|Carlos Pagan|Cherry Hill|NJ|39.921548|-75.037304
JAB_0693|#0693Towne Place at Garden State Park|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|SJR50|Shya Jewel Roach|Cherry Hill|NJ|39.923898|-75.0347
TMW_1312|#1312 Broomfield Co|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|DC378|Demitrianne Fate Coronado|Broomfield|CO|39.931653|-105.12515
KNG_0069|#0069Marple Crossroads Shopping Center|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|SAH54|Sherita A Harrison-johnson|Springfield|PA|39.939212|-75.355985
TMW_5222|#5222 Maple Shade, Nj|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|KJS18|Kevin J Scott|Maple Shade|NJ|39.940119|-74.967897
JAB_0576|#0576Randolph Park Shopping Center|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|RJM44|Robert J Merritt|York|PA|39.941868|-76.705201
KNG_0066|#0066 Cherry Hill|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|JC254|Jason Capobianco|Cherry Hill|NJ|39.946576|-75.024959
TMW_5206|#5206Downtown Philadelphia|TMW|TMW_N|TMW_N4|TMW_N406|Brick & Mortar|Open|WTS5|Wilburn Thomas Speed  III|Philadelphia|PA|39.951281|-75.168419
JAB_0002|#0002 Philadelphia|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|TS179|Tyrone Schell|Philadelphia|PA|39.952611|-75.168313
JAB_0773|#0773Centerton Square|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|AI47|Ali Iannone|Mount Laurel|NJ|39.968395|-74.913243
TMW_5215|#5215 York, Pa|TMW|TMW_N|TMW_N2|TMW_N202|Brick & Mortar|Open|VJS4|Vernon Joseph Chad Spearman|York|PA|39.988383|-76.671656
TMW_5429|#5429 Toms River, Nj|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|TC122|Teresa Caruso-Heasty|Toms River|NJ|39.991725|-74.17389
TMW_4308|#4308 Noblesville, In|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|DW356|Devvin Williams|Noblesville|IN|39.994161|-85.93256
TMW_4417|#4417 Upper Arlington|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|CMN19|Caytlin Michelle Manring|Upper Arlington|OH|39.995821|-83.026979
JAB_0508|#0508Clay Terrace|JAB|JAB_S|JAB_S3|JAB_S302|Brick & Mortar|Open|JC782|Joel Craig|Carmel|IN|39.996631|-86.129894
TMW_4304|#4304 Carmel, In|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|GT88|Gabriella Tschudy|Carmel|IN|39.99776|-86.13018
TMW_1315|#1315 Orchard Town Center|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|CAS136|Cas A Santiago|Westminster|CO|40.0025|-104.984
JAB_0012|#0012 379 Lancaster Avenue|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|DL208|Daniel Lalli|Haverford|PA|40.012614|-75.299924
TMW_1302|#1302Twenty Ninth Street Mall|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|DMB106|Dylan Michael Bonge|Boulder|CO|40.015871|-105.257882
TMW_5212|#5212Fairfield Place|TMW|TMW_N|TMW_N4|TMW_N406|Brick & Mortar|Open|WF6|William Friedrich|Exton|PA|40.034594|-75.627228
KNG_0208|#0208 N. Philly|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|JZ14|Justine Zavala-tully|Philadelphia|PA|40.042621|-75.054932
JAB_0364|#0364Fashion District at Easton|JAB|JAB_N|JAB_N1|JAB_N102|Brick & Mortar|Open|TAW64|Terry Ann Williams|Columbus|OH|40.055214|-82.907644
TMW_4416|#4416Easton Square|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|BLN4|Brenda L Nelson|Columbus|OH|40.059893|-82.915881
KNG_0071|#0071 Columbus|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|LDF2|LaTasha D Ford|Columbus|OH|40.062125|-82.995789
TMW_4421|#4421Ohio Valley Mall|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|GLJ18|Greg L Jones|St Clairsville|OH|40.06872|-80.867887
TMW_4418|#4418Blazer Parkway|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|KAS99|Kathy A Simmons|Dublin|OH|40.0773|-83.1304
TMW_5205|#5205Grant @ One|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|TNM2|Tammy Natica Mohammed|Philadelphia|PA|40.079424|-75.029126
KNG_0212|#0212 Wyncote|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|LMF10|Linda M Fulton|Wyncote|PA|40.080219|-75.166288
TMW_5207|#5207 Lancaster, Pa|TMW|TMW_N|TMW_N2|TMW_N202|Brick & Mortar|Open|EBG6|Ennio B Guzman-Campaneros|Lancaster|PA|40.081306|-76.339319
JAB_0414|#0414Chelsea Square|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|DLM67|Debra L Morrison|Lancaster|PA|40.083168|-76.341658
JAB_0360|#0360The Court at King Of Prussia|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|BH126|Brandon Howell|King Of Prussia|PA|40.089276|-75.384993
TMW_5201|#5201King Of Prussia Center|TMW|TMW_N|TMW_N4|TMW_N404|Brick & Mortar|Open|---|---|King Of Prussia|PA|40.094598|-75.360783
JAB_0670|#0670Shoppes at River Ridge|JAB|JAB_N|JAB_N1|JAB_N102|Brick & Mortar|Open|DDJ25|Dalton Michael Jackson|Dublin|OH|40.097982|-83.106135
TMW_5210|#5210The Metroplex|TMW|TMW_N|TMW_N4|TMW_N404|Brick & Mortar|Open|KEJ12|Keyana Elizabeth James|Plymouth Meeting|PA|40.103245|-75.291795
TMW_5203|#5203Trolley Stop at Willow Grove|TMW|TMW_N|TMW_N4|TMW_N404|Brick & Mortar|Open|TEB4|Theriza Elmirahem Brown|Willow Grove|PA|40.140102|-75.117699
JAB_0819|#0819Sea Girt Commons|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|BCD11|Brian Charles Daley|Sea Girt|NJ|40.140108|-74.062547
TMW_4419|#4419Polaris Town Center|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|TD200|Taylor Ducharme|Columbus|OH|40.143894|-82.989192
TMW_4627|#4627 Champaign, Il|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|AN55|Amanda H Nguyen|Champaign|IL|40.144714|-88.256398
JAB_0950|#0950Providence Town Center|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|---|---|Collegeville|PA|40.165675|-75.480098
TMW_5202|#5202Lincoln Plaza|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|JYL3|Jessica Y Lopez|Langhorne|PA|40.181243|-74.873167
JAB_0769|#0769Shoppes At Flowers Mill|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|BT105|Barry Terris|Langhorne|PA|40.181795|-74.906248
JAB_0440|#0440Shoppes at English Village|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|JA208|Jacqueline Ashbrook|North Wales|PA|40.207766|-75.223742
TMW_4310|#4310Muncie Market Place|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|RF129|Ryan Ronald Fenter|Muncie|IN|40.219446|-85.380078
TMW_5220|#5220Capital City|TMW|TMW_N|TMW_N2|TMW_N202|Brick & Mortar|Open|LC162|Laura Cox|Camp Hill|PA|40.223861|-76.931573
JAB_0678|#0678 Warrington|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|JM896|James Miller|Warrington|PA|40.231289|-75.13609
JAB_0547|#0547 28 S. 32nd St. # C & D|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|CWH11|Charles Wardell Haynes|Camp Hill|PA|40.238937|-76.934725
TMW_5204|#5204Airport Square Shopping Center|TMW|TMW_N|TMW_N4|TMW_N404|Brick & Mortar|Open|---|---|North Wales|PA|40.240513|-75.241352
TMW_5431|#5431Freehold Raceway Mall|TMW|TMW_N|TMW_N4|TMW_N407|Brick & Mortar|Open|SAR9|Stephen A Richards|Freehold|NJ|40.252592|-74.300582
TMW_2671|#2671Festival Shopping Center|TMW|TMW_W|TMW_W3|TMW_W301|Brick & Mortar|Open|JLG64|Lee Lee Giles|Orem|UT|40.27312|-111.683949
TMW_5438|#5438Eatontown Center|TMW|TMW_N|TMW_N4|TMW_N407|Brick & Mortar|Open|HEA3|Hosam E Abdelmoaty|Eatontown|NJ|40.291638|-74.049228
TMW_5213|#5213Mercer Mall|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|JJ171|John J Jenkins|Lawrenceville|NJ|40.296935|-74.68082
JAB_0345|#0345The Shops At Riverwoods|JAB|JAB_W|JAB_W3|JAB_W301|Brick & Mortar|Open|EBS8|Eric B Swensen|Provo|UT|40.298349|-111.65826
TMW_4502|#4502Westmoreland Mall|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|CMG48|Chad M Gumola|Greensburg|PA|40.300501|-79.507414
TMW_5208|#5208Paxton Towne Centre|TMW|TMW_N|TMW_N2|TMW_N202|Brick & Mortar|Open|DAH42|Daniel Anthony Hines|Harrisburg|PA|40.310421|-76.799928
JAB_0068|#0068Princeton Market Fair|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|LB247|Leikonia Bupivi|Princeton|NJ|40.314528|-74.660298
TMW_4504|#4504South Hills Village|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|ALL4|Amy Lynn Martin|Pittsburgh|PA|40.341818|-80.055894
JAB_0681|#0681Shoppes At Wyomissing|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|DRW50|Darryl Rashaud Watkins|Reading|PA|40.349614|-75.964505
JAB_0356|#0356South Hills|JAB|JAB_N|JAB_N1|JAB_N105|Brick & Mortar|Open|HC4|Harold Chikuni|Mt Lebanon|PA|40.354912|-80.04865
TMW_5214|#5214 Reading, Pa|TMW|TMW_N|TMW_N2|TMW_N202|Brick & Mortar|Open|JG540|Jhiani Gilyard|Reading|PA|40.357173|-75.983165
TMW_4505|#4505Waterfront Town Center|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|AJK47|Anthony Joseph Kolos|Homestead|PA|40.409392|-79.91295
JAB_0658|#0658Holmdel Town Center|JAB|JAB_N|JAB_N4|JAB_N407|Brick & Mortar|Open|BDB49|Bradley D Bechtle|Holmdel|NJ|40.413882|-74.147952
JAB_0573|#0573The Promenade at Centerra|JAB|JAB_W|JAB_W2|JAB_W202|Brick & Mortar|Open|DTD15|Dillon T Debord|Loveland|CO|40.414567|-104.989462
TMW_4307|#4307Lafayette Pavilions|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|KEK21|Keith E Kirts|Lafayette|IN|40.41644|-86.841488
TMW_4503|#4503 Monroeville|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|KNN6|Karly Nicole Neumar|Monroeville|PA|40.438037|-79.777143
TMW_4507|#4507Lafayette Plaza|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|---|---|Pittsburgh|PA|40.448173|-80.180042
TMW_5271|#5271Shoppes At N. Brunswick|TMW|TMW_N|TMW_N4|TMW_N407|Brick & Mortar|Open|WJT7|William Joseph Thwaites|North Brunswick|NJ|40.461047|-74.456585
TMW_4312|#4312Markland Mall|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|DC245|Daniel Carbaugh|Kokomo|IN|40.474602|-86.109
